"x","y","month","Population","dengue_cases","chik_cases","dengue_cases_confirmed","chik_cases_confirmed","release_zone","nb_trap_collections","aegypti_captured","wmel_aegypti_captured","wmel_pctg"
674293.459172921,7471843.1164987,2010-01-01,5129.58018112183,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
674293.459172921,7472343.1164987,2010-01-01,5287.57862854004,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
674293.459172921,7472843.1164987,2010-01-01,4040.10819625854,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
674293.459172921,7473343.1164987,2010-01-01,4669.89840316772,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
674293.459172921,7473843.1164987,2010-01-01,8262.73686599731,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
674793.459172921,7471843.1164987,2010-01-01,908.028195858002,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
674793.459172921,7472343.1164987,2010-01-01,3027.21141147614,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
674793.459172921,7472843.1164987,2010-01-01,5264.40226745605,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
674793.459172921,7473343.1164987,2010-01-01,4460.21260070801,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
674793.459172921,7473843.1164987,2010-01-01,4895.45359802246,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675293.459172921,7471843.1164987,2010-01-01,1411.64539813995,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675293.459172921,7472343.1164987,2010-01-01,5581.50891876221,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675293.459172921,7472843.1164987,2010-01-01,5692.94416809082,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675293.459172921,7473343.1164987,2010-01-01,4189.77172088623,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675293.459172921,7473843.1164987,2010-01-01,6593.83847045898,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675293.459172921,7474343.1164987,2010-01-01,2874.40249633789,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675793.459172921,7470343.1164987,2010-01-01,5768.3943195343,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675793.459172921,7470843.1164987,2010-01-01,2907.12364006042,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675793.459172921,7471343.1164987,2010-01-01,401.805924296379,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675793.459172921,7471843.1164987,2010-01-01,5870.02503967285,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675793.459172921,7472343.1164987,2010-01-01,12504.1168212891,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675793.459172921,7472843.1164987,2010-01-01,7444.16502761841,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675793.459172921,7473343.1164987,2010-01-01,2628.03642654419,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675793.459172921,7473843.1164987,2010-01-01,4029.24670028687,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675793.459172921,7474343.1164987,2010-01-01,3716.77156829834,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
675793.459172921,7475343.1164987,2010-01-01,8948.67430067062,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
676293.459172921,7470343.1164987,2010-01-01,5231.7808303833,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
676293.459172921,7470843.1164987,2010-01-01,3626.26733064651,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
676293.459172921,7471343.1164987,2010-01-01,478.771524012089,0,NA,0,NA,"RJ3.1",0,NA,NA,NA
